step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
464,368640,928,0.01230714560552777,0.5,0.9736842105263158,,,
465,369122,930,0.011347798257515938,1.0,1.0,0.01971663881486908,0.5,0.9736842105263158
466,369764,932,0.010732511848521562,1.0,1.0,,,
467,370374,934,0.011563325265790994,0.5,0.9736842105263158,,,
468,370536,936,0.01821966610912419,1.0,1.0,,,
469,371066,938,0.009817657004100231,1.0,1.0,,,
470,372300,940,0.008584687026381618,1.0,1.0,,,
471,372686,942,0.01688783599391123,0.5,0.868421052631579,,,
472,374208,944,0.008051748640402517,1.0,1.0,,,
473,375330,946,0.010243689491059249,1.0,1.0,0.006434308152210133,1.0,1.0
474,376004,948,0.008934307989509933,1.0,1.0,,,
475,377158,950,0.008614706484494234,1.0,1.0,,,
476,377576,952,0.009471373396569815,1.0,1.0,,,
477,378666,954,0.008070176415537023,1.0,1.0,,,
478,378956,956,0.009160730903210602,1.0,1.0,,,
479,379406,958,0.009357760620230516,1.0,1.0,,,
480,383008,960,0.007197140548105251,0.5,0.9736842105263158,,,
481,383794,962,0.010624719250571544,1.0,1.0,0.008746953759157178,1.0,1.0
482,384980,964,0.007366178138497474,1.0,1.0,,,
483,388358,966,0.006053172957148719,1.0,1.0,,,
484,388792,968,0.017473260475579375,1.0,1.0,,,
485,389386,970,0.014802220134274097,1.0,1.0,,,
486,390076,972,0.01245988580794191,1.0,1.0,,,
487,392366,974,0.007877692282035442,1.0,1.0,,,
488,392736,976,0.008672185350555793,1.0,1.0,,,
489,394066,978,0.007123431752447873,1.0,1.0,0.0336885124138197,0.0,0.9473684210526315
490,395844,980,0.00751818526549311,1.0,1.0,,,
491,396566,982,0.01132805287466623,1.0,1.0,,,
492,399384,984,0.007859332232670489,0.5,0.9736842105263158,,,
493,399866,986,0.011697845050050932,1.0,1.0,,,
494,400524,988,0.013088521214323898,1.0,1.0,,,
495,400958,990,0.008701273863559622,1.0,1.0,,,
496,401312,992,0.009288250504719429,1.0,1.0,,,
497,401874,994,0.01043948995928549,1.0,1.0,0.026456023040025457,0.5,0.9736842105263158
498,402452,996,0.011494353100196565,1.0,1.0,,,
499,402886,998,0.027562402866791853,0.5,0.9736842105263158,,,
500,403880,1000,0.01411611688403324,1.0,1.0,,,
501,404826,1002,0.009185798286117505,1.0,1.0,,,
502,405708,1004,0.011781389298060383,1.0,1.0,,,
503,406398,1006,0.008747117289834464,1.0,1.0,,,
504,406896,1008,0.012281641263461878,1.0,1.0,,,
505,407602,1010,0.011815604227224165,1.0,1.0,0.02878407512923636,0.0,0.9473684210526315
506,408068,1012,0.01641243177203764,1.0,1.0,,,
507,409542,1014,0.008504074980633318,1.0,1.0,,,
508,410248,1016,0.010081500104911585,1.0,1.0,,,
509,410762,1018,0.018471485691163067,0.5,0.9736842105263158,,,
510,411212,1020,0.008939557029629858,1.0,1.0,,,
511,411742,1022,0.012085735957925267,1.0,1.0,,,
512,412208,1024,0.013978143638799343,1.0,1.0,,,
513,412482,1026,0.016929885006031792,0.5,0.9736842105263158,0.009779279300203107,1.0,1.0
514,412996,1028,0.011769663517881668,1.0,1.0,,,
515,413510,1030,0.010583570349421484,1.0,1.0,,,
516,413992,1032,0.010714470489134882,0.5,0.9736842105263158,,,
517,414474,1034,0.01029710989702325,1.0,1.0,,,
518,414988,1036,0.011509517068079685,0.5,0.9736842105263158,,,
519,415550,1038,0.010070277670156018,1.0,1.0,,,
520,415856,1040,0.018909743889320974,0.5,0.9736842105263158,,,
521,416530,1042,0.008867652179462737,1.0,1.0,0.009959226295742016,1.0,1.0
522,417364,1044,0.008455275086588353,1.0,1.0,,,
523,417862,1046,0.00861446050485379,1.0,1.0,,,
524,418728,1048,0.01377478831512925,1.0,1.0,,,
525,419322,1050,0.009953173490505085,1.0,1.0,,,
526,420220,1052,0.016253623696496487,1.0,1.0,,,
527,421198,1054,0.009286933962970357,1.0,1.0,,,
528,421600,1056,0.015761292117794222,1.0,1.0,,,
529,422050,1058,0.012114136519794675,1.0,1.0,0.023399615675382734,0.0,0.9473684210526315
530,422644,1060,0.009396654374577767,1.0,1.0,,,
531,424038,1062,0.007294520638116788,1.0,1.0,,,
532,424936,1064,0.008859786659317444,1.0,1.0,,,
533,425370,1066,0.009469773792924923,1.0,1.0,,,
534,426700,1068,0.01073365854281684,1.0,1.0,,,
535,426990,1070,0.012645816440085235,1.0,1.0,,,
536,427568,1072,0.008893512656125159,1.0,1.0,,,
537,428626,1074,0.011824385798010971,1.0,1.0,0.012027950759112612,0.5,0.9736842105263158
538,428948,1076,0.021035276992332003,0.5,0.9736842105263158,,,
539,432614,1078,0.006693053485733016,1.0,1.0,,,
540,433624,1080,0.010130768879303042,1.0,1.0,,,
541,435882,1082,0.009433419837707794,0.5,0.868421052631579,,,
542,436252,1084,0.010576254345775176,1.0,1.0,,,
543,436798,1086,0.011336190254671868,1.0,1.0,,,
544,438928,1088,0.01173957851295137,1.0,1.0,,,
545,440034,1090,0.00969363306207591,1.0,1.0,0.017738870936993386,0.5,0.9736842105263158
546,440644,1092,0.012038039633261983,1.0,1.0,,,
547,441206,1094,0.01025004434562645,1.0,1.0,,,
548,442104,1096,0.010986937165122024,1.0,1.0,,,
549,442538,1098,0.009067805820352617,1.0,1.0,,,
550,443020,1100,0.012279538831247917,1.0,1.0,,,
551,445182,1102,0.008621192615306854,1.0,1.0,,,
552,446080,1104,0.011526942640663276,1.0,1.0,,,
553,447298,1106,0.00886255214377913,1.0,1.0,0.010079734680384117,1.0,1.0
554,447652,1108,0.010799477241548837,1.0,1.0,,,
555,448678,1110,0.011514540809178745,1.0,1.0,,,
556,451128,1112,0.005324913033375918,1.0,1.0,,,
557,451626,1114,0.012188870151634737,1.0,1.0,,,
558,452780,1116,0.01349356728636919,0.5,0.9736842105263158,,,
559,453598,1118,0.011446272809800928,1.0,1.0,,,
560,454112,1120,0.011305250363030992,1.0,1.0,,,
561,454450,1122,0.009220115269629757,1.0,1.0,0.012657743133175112,1.0,1.0
562,455380,1124,0.009204364707016872,1.0,1.0,,,
563,455782,1126,0.010223802754366882,1.0,1.0,,,
564,456136,1128,0.009897906054005014,1.0,1.0,,,
565,456938,1130,0.00908913134194444,1.0,1.0,,,
566,457148,1132,0.015370284213052112,0.5,0.9736842105263158,,,
567,458558,1134,0.01023148226413398,1.0,1.0,,,
568,459008,1136,0.009971577207354731,1.0,1.0,,,
569,459714,1138,0.007485484724730679,1.0,1.0,0.009180693687974802,1.0,1.0
570,460804,1140,0.011816734705043469,1.0,1.0,,,
571,461302,1142,0.007920697625118902,1.0,1.0,,,
572,461720,1144,0.013867012040801515,0.0,0.9210526315789473,,,
573,462330,1146,0.013973999151141918,1.0,1.0,,,
574,462636,1148,0.011257540199242223,1.0,1.0,,,
575,463422,1150,0.011192242333477547,1.0,1.0,,,
576,464112,1152,0.012302544444774322,1.0,1.0,,,
577,464402,1154,0.013992353020785695,1.0,1.0,0.03126276839536656,0.0,0.9473684210526315
578,465188,1156,0.007224444161574971,1.0,1.0,,,
579,466454,1158,0.008119396982055143,1.0,1.0,,,
580,467016,1160,0.010171896619242842,1.0,1.0,,,
581,467530,1162,0.010523824659417433,0.5,0.9736842105263158,,,
582,468892,1164,0.009146540346352521,1.0,1.0,,,
583,469502,1166,0.009620606294051273,1.0,1.0,,,
584,469760,1168,0.012220756381665601,1.0,1.0,,,
585,470322,1170,0.01280742114460606,1.0,1.0,0.024202812182649313,0.0,0.9473684210526315
586,470852,1172,0.010379144349220682,1.0,1.0,,,
587,471574,1174,0.009102749478989196,1.0,1.0,,,
588,472008,1176,0.012413252180090968,1.0,1.0,,,
589,475130,1178,0.008492595352729095,1.0,1.0,,,
590,475612,1180,0.00698762344047853,1.0,1.0,,,
591,478078,1182,0.008512552096966204,1.0,1.0,,,
592,478640,1184,0.009827969909840185,1.0,1.0,,,
593,479090,1186,0.011089192098720774,1.0,1.0,0.01737467832505664,0.5,0.9736842105263158
594,479812,1188,0.009626311294807266,1.0,1.0,,,
595,480422,1190,0.010649282798866535,1.0,1.0,,,
596,480648,1192,0.005944669864228547,1.0,1.0,,,
597,481530,1194,0.011786597254076063,1.0,1.0,,,
598,482060,1196,0.011082672622723378,1.0,1.0,,,
599,482318,1198,0.011260380760763262,1.0,1.0,,,
600,482688,1200,0.007758357610102255,1.0,1.0,,,
601,483890,1202,0.008178763427929192,1.0,1.0,0.009364632233286251,1.0,1.0
602,486788,1204,0.006923473681928112,1.0,1.0,,,
603,487414,1206,0.00934044476845623,1.0,1.0,,,
604,487848,1208,0.013473097369342171,1.0,1.0,,,
605,488618,1210,0.010122266264916384,1.0,1.0,,,
606,490492,1212,0.0075825773940392345,1.0,1.0,,,
607,491054,1214,0.010914383169543065,1.0,1.0,,,
608,491568,1216,0.00996214580194385,1.0,1.0,,,
609,492770,1218,0.013474440648036778,1.0,1.0,0.015449663582429447,0.5,0.9736842105263158
610,493204,1220,0.007034879981644637,1.0,1.0,,,
611,493462,1222,0.046892428409361454,0.0,0.9473684210526315,,,
612,493832,1224,0.009706592504293026,1.0,1.0,,,
613,494634,1226,0.007985566246852281,1.0,1.0,,,
614,495500,1228,0.008179311925093325,1.0,1.0,,,
615,496334,1230,0.010092679710869848,1.0,1.0,,,
616,497392,1232,0.012798842659745272,0.5,0.8947368421052632,,,
617,498370,1234,0.009082722044536893,1.0,1.0,0.00946529538884361,1.0,1.0
618,498612,1236,0.014812533524810191,0.5,0.9736842105263158,,,
619,499638,1238,0.010129911039682252,1.0,1.0,,,
620,503112,1240,0.006494158606738394,1.0,1.0,,,
621,503530,1242,0.008510626556901456,1.0,1.0,,,
622,504060,1244,0.013037165523271063,1.0,1.0,,,
623,504686,1246,0.012226343336564478,1.0,1.0,,,
624,505136,1248,0.012651968535994181,1.0,1.0,,,
625,505890,1250,0.010930981752605325,1.0,1.0,0.018790225475832912,0.5,0.9736842105263158
626,506356,1252,0.009961847915545125,1.0,1.0,,,
627,510070,1254,0.007846330754990296,0.5,0.9736842105263158,,,
628,510504,1256,0.010716885723566324,1.0,1.0,,,
629,512058,1258,0.008420348129458025,1.0,1.0,,,
630,512476,1260,0.011942549260673462,1.0,1.0,,,
631,512878,1262,0.011299937347243718,1.0,1.0,,,
632,513296,1264,0.00807299664975278,1.0,1.0,,,
633,514258,1266,0.007457376478263994,1.0,1.0,0.009661711403576044,1.0,1.0
634,514804,1268,0.00796929553657997,1.0,1.0,,,
635,515414,1270,0.009031677008466498,1.0,1.0,,,
636,516488,1272,0.006707656053880318,1.0,1.0,,,
637,518122,1274,0.009073286466102991,1.0,1.0,,,
638,518524,1276,0.012439105546498743,1.0,1.0,,,
639,519134,1278,0.011117589629248166,1.0,1.0,,,
640,519488,1280,0.010881324307515773,1.0,1.0,,,
641,519938,1282,0.025727261892432525,0.5,0.9736842105263158,0.03186622469281435,0.0,0.9473684210526315
642,520228,1284,0.011012371564510876,1.0,1.0,,,
643,524230,1286,0.0073711077125696986,1.0,1.0,,,
644,525448,1288,0.013904207549234932,1.0,1.0,,,
645,526378,1290,0.010074091413496404,1.0,1.0,,,
646,527020,1292,0.009350603240533072,1.0,1.0,,,
647,528302,1294,0.007362557541062511,1.0,1.0,,,
648,529200,1296,0.008163163213446031,1.0,1.0,,,
649,529682,1298,0.012196582632308802,1.0,1.0,0.024407194902240508,0.5,0.9736842105263158
650,530532,1300,0.010118221752187217,1.0,1.0,,,
651,531222,1302,0.008291099687564925,1.0,1.0,,,
652,531512,1304,0.008389647221375527,1.0,1.0,,,
653,532170,1306,0.008882103418980372,1.0,1.0,,,
654,532572,1308,0.010619086450328455,1.0,1.0,,,
655,533582,1310,0.008794567318695252,1.0,1.0,,,
656,534448,1312,0.010236580852534658,1.0,1.0,,,
657,535186,1314,0.012212994602042324,1.0,1.0,0.011367865816907224,0.0,0.9473684210526315
658,535988,1316,0.01021498034505511,1.0,1.0,,,
659,536262,1318,0.008267432135904494,1.0,1.0,,,
660,536728,1320,0.011354813384916503,1.0,1.0,,,
661,538042,1322,0.009155273588327701,1.0,1.0,,,
662,538636,1324,0.01157162974105525,1.0,1.0,,,
663,539102,1326,0.009992396039047181,1.0,1.0,,,
664,539632,1328,0.010129931033881679,1.0,1.0,,,
665,540610,1330,0.007630131344482052,1.0,1.0,0.010665456991832004,0.5,0.9736842105263158
666,541124,1332,0.012449232284540727,1.0,1.0,,,
667,541750,1334,0.013280545039167296,1.0,1.0,,,
668,542056,1336,0.009912107472084094,1.0,1.0,,,
669,544522,1338,0.01053744714210491,1.0,1.0,,,
670,545116,1340,0.006958043284163842,1.0,1.0,,,
671,545998,1342,0.006295218743593689,1.0,1.0,,,
672,546656,1344,0.014660272310742154,1.0,1.0,,,
673,546962,1346,0.012158239134455386,1.0,1.0,0.008433112558912012,1.0,1.0
674,547348,1348,0.00826298436958623,1.0,1.0,,,
675,548070,1350,0.00821076521306372,1.0,1.0,,,
676,548552,1352,0.009115479148944304,1.0,1.0,,,
677,549194,1354,0.00951068772786092,1.0,1.0,,,
678,550380,1356,0.006484148750561599,1.0,1.0,,,
679,550686,1358,0.008552931982481297,1.0,1.0,,,
680,551120,1360,0.00767224855874495,1.0,1.0,,,
681,551698,1362,0.016926680793997218,1.0,1.0,0.020757676080531872,0.5,0.9736842105263158
682,552676,1364,0.007431085777798525,1.0,1.0,,,
683,554726,1366,0.00720897280838483,1.0,1.0,,,
684,555368,1368,0.007940340019933698,1.0,1.0,,,
685,555722,1370,0.009711370891875503,1.0,1.0,,,
686,556252,1372,0.008574705080085105,1.0,1.0,,,
687,557102,1374,0.008536056599602016,1.0,1.0,,,
688,557680,1376,0.013328326982952388,1.0,1.0,,,
689,558178,1378,0.014235941538074188,0.5,0.9736842105263158,0.009501676379973541,1.0,1.0
690,558836,1380,0.023997643943972486,0.5,0.9736842105263158,,,
691,559398,1382,0.009217490977569858,1.0,1.0,,,
692,562824,1384,0.007050815527534527,1.0,1.0,,,
693,563162,1386,0.01198140281058346,1.0,1.0,,,
694,563516,1388,0.008655298880044224,1.0,1.0,,,
695,563950,1390,0.010501239180960338,1.0,1.0,,,
696,564288,1392,0.014693123359212447,1.0,1.0,,,
697,564962,1394,0.00998097823973398,1.0,1.0,0.008779372197968231,1.0,1.0
698,565652,1396,0.009156885456571767,1.0,1.0,,,
699,566294,1398,0.011296729249443204,1.0,1.0,,,
700,566584,1400,0.009234203842857822,1.0,1.0,,,
701,567482,1402,0.009736827174063406,1.0,1.0,,,
702,568156,1404,0.010988321093914264,1.0,1.0,,,
703,569262,1406,0.008855935851376262,1.0,1.0,,,
704,570928,1408,0.00603153349038843,1.0,1.0,,,
705,571202,1410,0.009922660004158194,1.0,1.0,0.024570079393491755,0.0,0.9473684210526315
706,571796,1412,0.008372157166461057,1.0,1.0,,,
707,572134,1414,0.006951575090030132,1.0,1.0,,,
708,572552,1416,0.006980510905512722,1.0,1.0,,,
709,573722,1418,0.00884925154963661,1.0,1.0,,,
710,574924,1420,0.013540669514107461,1.0,1.0,,,
711,575374,1422,0.012664996504927665,1.0,1.0,,,
712,577360,1424,0.010216331305471022,1.0,1.0,,,
713,577906,1426,0.01212237249096552,1.0,1.0,0.010287524913370606,1.0,1.0
714,578244,1428,0.010405961889325818,1.0,1.0,,,
715,578998,1430,0.015933363647578472,0.5,0.9736842105263158,,,
716,579592,1432,0.010075316072209574,1.0,1.0,,,
717,580010,1434,0.00833748996200233,1.0,1.0,,,
718,580716,1436,0.008053017491849139,1.0,1.0,,,
719,580958,1438,0.013975434769063277,1.0,1.0,,,
720,581520,1440,0.008046580797218298,1.0,1.0,,,
721,582114,1442,0.011351092167374937,1.0,1.0,0.009623452642942861,1.0,1.0
722,582516,1444,0.009188854531745103,1.0,1.0,,,
723,583126,1446,0.013006621777039757,1.0,1.0,,,
724,583608,1448,0.009554711928723427,1.0,1.0,,,
725,584122,1450,0.010055264977258872,1.0,1.0,,,
726,585004,1452,0.008275096535513575,1.0,1.0,,,
727,585534,1454,0.010991273427006712,1.0,1.0,,,
728,586656,1456,0.008387042575990497,1.0,1.0,,,
729,586978,1458,0.023140277557071043,0.5,0.9736842105263158,0.0070640065890374346,0.5,0.9736842105263158
730,587316,1460,0.011066637620783925,1.0,1.0,,,
731,587862,1462,0.006799624331845008,1.0,1.0,,,
732,588424,1464,0.008673716125252298,1.0,1.0,,,
733,589690,1466,0.010089298329603678,1.0,1.0,,,
734,590300,1468,0.009170092906206743,1.0,1.0,,,
735,591006,1470,0.012747359138282406,1.0,1.0,,,
736,591568,1472,0.00853222258758696,1.0,1.0,,,
737,592274,1474,0.00945408837514123,1.0,1.0,0.008745882765200826,1.0,1.0
738,592996,1476,0.009178038069732688,1.0,1.0,,,
739,594214,1478,0.009747333307689555,1.0,1.0,,,
740,594840,1480,0.009080778538837958,1.0,1.0,,,
741,595530,1482,0.007926460451542652,1.0,1.0,,,
742,596364,1484,0.00938454907661478,1.0,1.0,,,
743,599598,1486,0.009471466687481011,0.5,0.7631578947368421,,,
744,599952,1488,0.008948881569586797,1.0,1.0,,,
745,600402,1490,0.008994968390379004,1.0,1.0,0.022754723908782637,0.0,0.9473684210526315
746,600900,1492,0.011845294493145827,1.0,1.0,,,
747,601606,1494,0.009630638457597871,1.0,1.0,,,
748,601944,1496,0.00901516559549145,1.0,1.0,,,
749,602458,1498,0.02291931573860627,0.5,0.9736842105263158,,,
750,603020,1500,0.010948332816394615,1.0,1.0,,,
751,603326,1502,0.008391530698506882,1.0,1.0,,,
752,604096,1504,0.013002841304009952,1.0,1.0,,,
753,604482,1506,0.009027306172182477,1.0,1.0,0.014123544490194043,0.0,0.9473684210526315
754,605492,1508,0.008285658430639904,1.0,1.0,,,
755,605990,1510,0.010160458593896068,1.0,1.0,,,
756,606616,1512,0.009400258666668578,1.0,1.0,,,
757,607706,1514,0.010589556317967442,1.0,1.0,,,
758,611708,1516,0.0069712649615145264,1.0,1.0,,,
759,612302,1518,0.010450466787596235,1.0,1.0,,,
760,612976,1520,0.010739657067762651,1.0,1.0,,,
761,613314,1522,0.007143335790823513,1.0,1.0,0.012364978155925988,1.0,1.0
762,613620,1524,0.012370047709303205,0.5,0.9736842105263158,,,
763,614182,1526,0.009204803201106806,1.0,1.0,,,
764,615944,1528,0.010254562779254047,1.0,1.0,,,
765,616970,1530,0.01087749863402109,1.0,1.0,,,
766,617740,1532,0.008666279396274212,1.0,1.0,,,
767,618174,1534,0.0075947321306679616,1.0,1.0,,,
768,620352,1536,0.006784199639086271,1.0,1.0,,,
769,620802,1538,0.008785517558089189,1.0,1.0,0.018150391925545788,0.5,0.9736842105263158
770,622084,1540,0.010093328150246496,1.0,1.0,,,
771,622678,1542,0.007921466881890715,1.0,1.0,,,
772,623208,1544,0.009404348570212676,1.0,1.0,,,
773,623866,1546,0.009537806498653713,1.0,1.0,,,
774,624332,1548,0.013510577684373568,1.0,1.0,,,
775,624670,1550,0.01349848322695486,0.5,0.9210526315789473,,,
776,625856,1552,0.007147342588041824,1.0,1.0,,,
777,626562,1554,0.01216843890751871,0.5,0.9736842105263158,0.017963887250551182,0.5,0.9736842105263158
778,627012,1556,0.010143798330129064,1.0,1.0,,,
779,627494,1558,0.009986146240990972,1.0,1.0,,,
780,628136,1560,0.005508594039171949,1.0,1.0,,,
781,628554,1562,0.009543511033749279,1.0,1.0,,,
782,631980,1564,0.006999424260500528,1.0,1.0,,,
783,632462,1566,0.012471534431762294,1.0,1.0,,,
784,633184,1568,0.007426231911943562,1.0,1.0,,,
785,635234,1570,0.007009944486440458,1.0,1.0,0.011004540943665656,1.0,1.0
786,635908,1572,0.008853881125713317,1.0,1.0,,,
787,637270,1574,0.009388655704536245,1.0,1.0,,,
788,637784,1576,0.010598600521249594,1.0,1.0,,,
789,638346,1578,0.005798566368120424,1.0,1.0,,,
790,639628,1580,0.015301405086006376,0.5,0.9736842105263158,,,
791,640158,1582,0.009014725704805144,1.0,1.0,,,
792,640960,1584,0.007317767571981505,1.0,1.0,,,
793,641730,1586,0.009079916685824434,1.0,1.0,0.009569985881029894,1.0,1.0
794,642340,1588,0.008808764624582766,1.0,1.0,,,
795,642982,1590,0.009541584893724964,1.0,1.0,,,
796,643528,1592,0.01077788247531055,1.0,1.0,,,
797,647130,1594,0.007246734628721976,1.0,1.0,,,
798,647740,1596,0.008765443211820722,1.0,1.0,,,
799,648494,1598,0.007467665538107986,1.0,1.0,,,
800,649520,1600,0.007759507926979714,1.0,1.0,,,
801,650722,1602,0.008713258682932427,0.5,0.9736842105263158,0.04050976601950547,0.0,0.9473684210526315
802,651188,1604,0.006712628877979576,1.0,1.0,,,
803,653638,1606,0.005344272798828062,1.0,1.0,,,
804,654008,1608,0.00863579958495656,1.0,1.0,,,
805,654538,1610,0.008014228490303614,1.0,1.0,,,
806,655116,1612,0.008562786627853416,1.0,1.0,,,
807,655662,1614,0.00859501052264835,1.0,1.0,,,
808,656080,1616,0.015229346536636181,1.0,1.0,,,
809,656594,1618,0.00892511554364393,1.0,1.0,0.017712730193918003,0.0,0.9473684210526315
810,657524,1620,0.005182521782342055,1.0,1.0,,,
811,657830,1622,0.010949212216204221,1.0,1.0,,,
812,658152,1624,0.009142506893403308,1.0,1.0,,,
813,659562,1626,0.008181170350806606,1.0,1.0,,,
814,663564,1628,0.007376603194727168,1.0,1.0,,,
815,664206,1630,0.010742658430828042,1.0,1.0,,,
816,664896,1632,0.0072582082920395335,1.0,1.0,,,
817,665506,1634,0.010838364990420202,1.0,1.0,0.02293846597470557,0.5,0.9736842105263158
818,666036,1636,0.009219494885039594,1.0,1.0,,,
819,666534,1638,0.007914058672270378,1.0,1.0,,,
820,666888,1640,0.005166541650910793,1.0,1.0,,,
821,667130,1642,0.01639161167643035,1.0,1.0,,,
822,667804,1644,0.010353672687732471,1.0,1.0,,,
823,668222,1646,0.0104113417684866,1.0,1.0,,,
824,668656,1648,0.00677228505018187,1.0,1.0,,,
825,669186,1650,0.005186908834368464,1.0,1.0,0.02484150052031652,0.0,0.9473684210526315
826,669844,1652,0.01077654139010165,1.0,1.0,,,
827,670390,1654,0.009647553040286989,1.0,1.0,,,
828,670936,1656,0.007406789327796989,1.0,1.0,,,
829,671274,1658,0.008224148259386197,1.0,1.0,,,
830,671756,1660,0.01117841699066825,1.0,1.0,,,
831,672206,1662,0.009240156120176108,1.0,1.0,,,
832,672448,1664,0.0065289971346849905,1.0,1.0,,,
833,673730,1666,0.008059205068888369,1.0,1.0,0.025623202427515302,0.5,0.9736842105263158
834,674340,1668,0.011605996310552836,1.0,1.0,,,
835,674678,1670,0.007540674740734158,1.0,1.0,,,
836,675064,1672,0.009242632593875885,1.0,1.0,,,
837,675514,1674,0.0097229253114549,1.0,1.0,,,
838,675964,1676,0.009624366340075612,1.0,1.0,,,
839,676414,1678,0.010185412653146125,1.0,1.0,,,
840,676672,1680,0.009628134535495192,1.0,1.0,,,
841,677250,1682,0.005749147655377594,1.0,1.0,0.007108155315896839,1.0,1.0
842,677524,1684,0.01041192940107371,1.0,1.0,,,
843,677958,1686,0.00722385685592899,1.0,1.0,,,
844,678344,1688,0.006316730944932818,1.0,1.0,,,
845,678986,1690,0.010032271978686027,1.0,1.0,,,
846,679212,1692,0.007466649456427015,1.0,1.0,,,
847,680526,1694,0.008551913111036704,1.0,1.0,,,
848,681280,1696,0.009469616224393523,1.0,1.0,,,
849,681762,1698,0.009901766014270211,1.0,1.0,0.029937497045758356,0.0,0.9473684210526315
850,682196,1700,0.01104794708385812,1.0,1.0,,,
851,682934,1702,0.00978007577844625,1.0,1.0,,,
852,684120,1704,0.00945262707906292,1.0,1.0,,,
853,684698,1706,0.0079155904330148,1.0,1.0,,,
854,685644,1708,0.01180901904063037,1.0,1.0,,,
855,686046,1710,0.011278478505625335,1.0,1.0,,,
856,688080,1712,0.007084613856149465,1.0,1.0,,,
857,688450,1714,0.014976445195927675,1.0,1.0,0.022200945903651646,0.5,0.9736842105263158
858,688916,1716,0.009364063372587616,1.0,1.0,,,
859,689270,1718,0.0071735534766562414,1.0,1.0,,,
860,690664,1720,0.011048279710475702,1.0,1.0,,,
861,691226,1722,0.009742304049826633,1.0,1.0,,,
862,692012,1724,0.010458176730906875,1.0,1.0,,,
863,692510,1726,0.00986640323503001,1.0,1.0,,,
864,692992,1728,0.007145459593368843,1.0,1.0,,,
865,693970,1730,0.00910545947734331,1.0,1.0,0.009090946303990046,1.0,1.0
866,694500,1732,0.010860484846575801,1.0,1.0,,,
867,695430,1734,0.010076446815989756,0.5,0.9736842105263158,,,
868,696408,1736,0.007506548594987122,1.0,1.0,,,
869,696762,1738,0.009669751378792385,1.0,1.0,,,
870,697100,1740,0.007276589643041234,1.0,1.0,,,
871,697726,1742,0.006379783246153004,1.0,1.0,,,
872,698176,1744,0.014200246361129801,0.5,0.9736842105263158,,,
873,698642,1746,0.014593692839507882,1.0,1.0,0.01374264586171492,0.5,0.9736842105263158
874,699156,1748,0.009968673506236205,1.0,1.0,,,
875,699862,1750,0.010399366005970766,1.0,1.0,,,
876,702920,1752,0.0071295163897351155,1.0,1.0,,,
877,704874,1754,0.008990430892540915,1.0,1.0,,,
878,706124,1756,0.0057399073492606836,1.0,1.0,,,
879,706542,1758,0.008789671983660138,0.5,0.9736842105263158,,,
880,710016,1760,0.007018866175340572,1.0,1.0,,,
881,710450,1762,0.012783690186041832,0.5,0.9736842105263158,0.015824346712880123,0.5,0.9736842105263158
882,710916,1764,0.009014936058073821,1.0,1.0,,,
883,712070,1766,0.007158854547341618,1.0,1.0,,,
884,712696,1768,0.010628277084727038,1.0,1.0,,,
885,713978,1770,0.005542067539525788,1.0,1.0,,,
886,714492,1772,0.00919309815744457,1.0,1.0,,,
887,714926,1774,0.006293497141663008,1.0,1.0,,,
888,715152,1776,0.014143378651230542,1.0,1.0,,,
889,715682,1778,0.010617381484997204,1.0,1.0,0.017269155909307672,0.5,0.9736842105263158
890,716068,1780,0.010338448374707218,1.0,1.0,,,
891,716678,1782,0.010582761086605469,1.0,1.0,,,
892,717128,1784,0.006525232171549113,1.0,1.0,,,
893,717658,1786,0.009784914803365909,1.0,1.0,,,
894,718140,1788,0.010288118353049469,1.0,1.0,,,
895,718814,1790,0.013164763368168844,1.0,1.0,,,
896,721472,1792,0.007647547043803046,0.5,0.9736842105263158,,,
897,724242,1794,0.009972657148357692,1.0,1.0,0.010006345116160923,1.0,1.0
898,724868,1796,0.009861239640892744,1.0,1.0,,,
899,725302,1798,0.010322914904269594,1.0,1.0,,,
900,725624,1800,0.008105714694843856,1.0,1.0,,,
901,726010,1802,0.007644062021165146,1.0,1.0,,,
902,726380,1804,0.0102278708391557,1.0,1.0,,,
903,727086,1806,0.009338248205169382,1.0,1.0,,,
904,728128,1808,0.009386902616166428,1.0,1.0,,,
905,729106,1810,0.013099521400876408,1.0,1.0,0.020605613782882996,0.5,0.9736842105263158
906,729876,1812,0.011859408282067501,1.0,1.0,,,
907,730310,1814,0.010621952993544419,1.0,1.0,,,
908,731176,1816,0.011308606831974297,1.0,1.0,,,
909,731626,1818,0.006858097475829723,1.0,1.0,,,
910,732284,1820,0.007590751041526174,1.0,1.0,,,
911,732798,1822,0.00790927033333396,1.0,1.0,,,
912,735264,1824,0.008984033035977335,1.0,1.0,,,
913,735618,1826,0.010918219521728905,1.0,1.0,0.05039858557242325,0.0,0.9473684210526315
914,736068,1828,0.00549064006910666,1.0,1.0,,,
915,737014,1830,0.01355037194184677,1.0,1.0,,,
916,737400,1832,0.009259926485657417,1.0,1.0,,,
917,738570,1834,0.011028526969326498,1.0,1.0,,,
918,739132,1836,0.011463649064880625,1.0,1.0,,,
919,739758,1838,0.011540855969407307,1.0,1.0,,,
